date,value
2022-07-20,101224.93694582234
2022-07-21,101245.17132082234
2022-07-22,101306.86382570515
2022-07-25,101161.26995363484
2022-07-26,101096.61663332234
2022-07-27,100952.50286379109
2022-07-28,101157.32097902546
2022-07-29,101526.98284425984
2022-08-01,101710.57903566609
2022-08-02,101826.06731691609
2022-08-03,101721.4365796114
2022-08-04,101784.11602297077
2022-08-05,101924.77459230671
2022-08-08,102007.19585695515
2022-08-10,102104.91680422077
2022-08-11,102022.49553957234
2022-08-12,101966.23211183796
2022-08-16,102228.30120363484
2022-08-17,102143.90606203327
2022-08-18,102177.96062746296
2022-08-19,102027.43145265827
2022-08-22,101812.24834718952
2022-08-23,101991.89678468952
2022-08-24,102039.27593508015
2022-08-25,101932.17754640827
2022-08-26,101984.98699465046
2022-08-29,102018.54717531452
2022-08-30,102292.46135988484
2022-09-01,102583.64971437702
2022-09-02,102689.76055422077
2022-09-05,102810.18413820515
2022-09-06,102973.05156984577
2022-09-07,102843.25176515827
2022-09-08,102876.81133547077
2022-09-09,102965.6504467989
2022-09-12,102933.07476320515
2022-09-13,102816.59893312702
2022-09-14,102808.2090405489
2022-09-15,102844.7324780489
2022-09-16,102680.38372316609
2022-09-19,102703.08574953327
2022-09-20,103245.48565187702
2022-09-21,103110.2549389864
2022-09-22,103090.51250734577
2022-09-23,102805.24761476765
2022-09-26,102679.88994875202
2022-09-27,102778.59722414265
2022-09-28,102644.35467043171
2022-09-29,102552.06280031452
2022-09-30,102752.93377199421
2022-10-03,102390.18230715046
2022-10-04,102779.09099855671
2022-10-06,103172.93438234577
2022-10-07,103272.13604250202
2022-10-10,103092.48882570515
2022-10-11,102979.4688061739
2022-10-12,103300.26714601765
2022-10-13,103200.57476320515
2022-10-14,103207.9746655489
2022-10-17,103175.40264406452
2022-10-18,103708.42510500202
2022-10-19,104126.94683351765
2022-10-20,103838.71929445515
2022-10-21,103834.2783764864
2022-10-24,103876.72222414265
2022-10-25,103983.8193921114
2022-10-27,103664.00615968952
2022-10-28,103689.67144289265
2022-10-31,103876.22783937702
2022-11-01,103796.7686108614
2022-11-02,103569.73980226765
2022-11-03,103763.7022046114
2022-11-04,103561.34990968952
2022-11-07,103547.53155031452
2022-11-09,103863.39702883015
2022-11-10,103480.40874758015
2022-11-11,103495.2158764864
2022-11-14,103429.08062258015
2022-11-15,103453.26519289265
2022-11-16,103604.28936281452
2022-11-17,103511.50249758015
2022-11-18,103242.52422609577
2022-11-21,102912.83916750202
2022-11-22,102862.00664797077
2022-11-23,102947.88067140827
2022-11-24,102954.29668703327
2022-11-25,102804.26128664265
2022-11-28,103031.78203859577
2022-11-29,102827.9502514864
2022-11-30,102909.8789624239
2022-12-01,102928.14023396341
2022-12-02,102928.14023396341
2022-12-05,102928.14023396341
2022-12-06,102928.14023396341
2022-12-07,102928.14023396341
2022-12-08,102928.14023396341
2022-12-09,102928.14023396341
2022-12-12,102928.14023396341
2022-12-13,102928.14023396341
2022-12-14,102928.14023396341
2022-12-15,102928.14023396341
2022-12-16,102928.14023396341
2022-12-19,102928.14023396341
2022-12-20,102928.14023396341
2022-12-21,102928.14023396341
2022-12-22,102928.14023396341
2022-12-23,102928.14023396341
2022-12-26,102928.14023396341
2022-12-27,102928.14023396341
2022-12-28,102928.14023396341
2022-12-29,102928.14023396341
2022-12-30,102928.14023396341
2023-01-02,102928.14023396341
2023-01-03,102928.14023396341
2023-01-04,102928.14023396341
2023-01-05,102928.14023396341
2023-01-06,102928.14023396341
2023-01-09,102928.14023396341
2023-01-10,102928.14023396341
2023-01-11,102928.14023396341
2023-01-12,102928.14023396341
2023-01-13,102928.14023396341
2023-01-16,102928.14023396341
2023-01-17,102928.14023396341
2023-01-18,102928.14023396341
2023-01-19,102928.14023396341
2023-01-20,102928.14023396341
2023-01-23,102928.14023396341
2023-01-24,102928.14023396341
2023-01-25,102928.14023396341
2023-01-27,102928.14023396341
2023-01-30,102928.14023396341
2023-01-31,102928.14023396341
2023-02-01,102928.14023396341
2023-02-02,102928.14023396341
2023-02-03,102928.14023396341
2023-02-06,102928.14023396341
2023-02-07,102928.14023396341
2023-02-08,102928.14023396341
2023-02-09,102928.14023396341
2023-02-10,102928.14023396341
2023-02-13,102928.14023396341
2023-02-14,102928.14023396341
2023-02-15,102888.95793713279
2023-02-16,103061.55803478904
2023-02-17,102862.67253674216
2023-02-20,103129.01042736716
2023-02-21,103080.40569103904
2023-02-22,102966.33220471091
2023-02-23,102996.09050549216
2023-02-24,102877.05608166404
2023-02-27,102677.67375744529
2023-02-28,102629.06902111716
2023-03-01,102456.96452892966
2023-03-02,102495.65227307029
2023-03-03,102530.37029064841
2023-03-06,102809.60368908591
2023-03-08,102921.69353283591
2023-03-09,102691.06609142966
2023-03-10,102548.71990002341
2023-03-13,102315.61198986716
2023-03-14,102288.82976330466
2023-03-15,102157.39787853904
2023-03-16,102364.21794689841
2023-03-17,102297.26115978904
2023-03-20,102246.67156017966
2023-03-21,102368.68327892966
2023-03-22,102376.12224377341
2023-03-23,102303.71013439841
2023-03-24,102249.15202892966
2023-03-27,102295.27751721091
2023-03-28,102172.77263439841
2023-03-29,102618.15593517966
2023-03-31,102598.31828869529
2023-04-03,102673.20964611716
2023-04-05,102724.79045666404
2023-04-06,102821.5059940191
2023-04-10,102821.5059940191
2023-04-11,102821.5059940191
2023-04-12,102821.5059940191
2023-04-13,102821.5059940191
2023-04-17,102791.74650512765
2023-04-18,102546.73551879953
2023-04-19,102796.70744262765
2023-04-20,102378.10392700265
2023-04-21,102030.92253051828
2023-04-24,102118.71061645578
2023-04-25,102214.92887817453
2023-04-26,102353.80216919015
2023-04-27,102423.2382043464
2023-04-28,102481.26676879953
2023-05-02,102675.6893762214
2023-05-03,102668.74479614328
2023-05-04,102785.7967980964
2023-05-05,103241.0995324714
2023-05-08,103388.40544067453
2023-05-09,103389.89225708078
2023-05-10,103499.99967895578
2023-05-11,103487.59977661203
2023-05-12,103464.2880090339
2023-05-15,103435.0253137214
2023-05-16,103530.25236450265
2023-05-17,103608.61784301828
2023-05-18,103495.03874145578
2023-05-19,103491.07145629953
2023-05-22,103481.6464074714
2023-05-23,103699.37956176828
2023-05-24,103815.9335168464
2023-05-25,103917.11271606515
2023-05-26,104017.29826294015
2023-05-29,104082.76823364328
2023-05-30,103913.14421020578
2023-05-31,104112.52775512765
2023-06-01,103807.99772583078
2023-06-02,104139.8055871589
2023-06-05,104032.1786340339
2023-06-06,104402.17619262765
2023-06-07,104555.92741333078
2023-06-08,104343.65080200265
2023-06-09,104441.85392700265
2023-06-12,104477.5643762214
2023-06-13,104542.04069458078
2023-06-14,104539.56022583078
2023-06-15,104410.6063684089
2023-06-16,104608.99626098703
2023-06-19,104461.19596801828
2023-06-20,104519.22575317453
2023-06-21,104589.6542199714
2023-06-22,104344.1464074714
2023-06-23,104097.15177856515
2023-06-26,103989.02799926828
2023-06-27,104126.41447387765
2023-06-28,104382.8329309089
2023-06-30,104339.18791137765
2023-07-03,104266.77458129953
2023-07-04,104121.95036254953
2023-07-05,104281.1581262214
2023-07-06,104228.08805786203
2023-07-07,104302.98063598703
2023-07-10,104176.50724731515
2023-07-11,104510.29753051828
2023-07-12,104468.1405480964
2023-07-13,104379.85685669015
2023-07-14,104588.16618286203
2023-07-17,104510.79313598703
2023-07-18,104542.53630004953
2023-07-19,104423.00627075265
2023-07-20,104532.61686645578
2023-07-21,104510.79313598703
2023-07-24,104155.18034301828
2023-07-25,104917.9891809089
2023-07-26,104799.45158325265
2023-07-27,104638.26017700265
2023-07-28,104658.5946496589
2023-07-31,104845.5770715339
2023-08-01,104776.1385949714
2023-08-02,104875.8309777839
2023-08-03,104712.16032348703
2023-08-04,104668.0184777839
2023-08-07,104484.5077355964
2023-08-08,104397.71208129953
2023-08-09,104481.53166137765
2023-08-10,104576.7587121589
2023-08-11,104577.25431762765
2023-08-14,104530.1376184089
2023-08-16,104479.05241333078
2023-08-17,104448.3016809089
2023-08-18,104495.41838012765
2023-08-21,104575.76628051828
2023-08-22,104615.94084106515
2023-08-23,104633.30046020578
2023-08-24,104704.72013794015
2023-08-25,104477.5643762214
2023-08-28,104573.2870324714
2023-08-29,104884.26237426828
2023-08-30,105230.9481652839
2023-08-31,105274.09880004953
2023-09-01,105613.34440551828
2023-09-04,105600.94572387765
2023-09-05,105651.03849731515
2023-09-06,105850.91642700265
2023-09-07,105868.27604614328
2023-09-08,105875.71501098703
2023-09-11,105959.53459106515
2023-09-12,105787.92692504953
2023-09-13,105616.32047973703
2023-09-14,105711.0507043464
2023-09-15,106097.41545044015
2023-09-18,106326.05924926828
2023-09-20,106188.67521606515
2023-09-21,106057.73771606515
2023-09-22,106010.12419067453
2023-09-25,106222.89762817453
2023-09-26,106376.1532434089
2023-09-27,106348.87541137765
2023-09-28,106305.72477661203
2023-09-29,106284.89469848703
2023-10-03,106366.23380981515
2023-10-04,106029.46745239328
2023-10-05,106050.2987512214
2023-10-06,106081.04948364328
2023-10-09,106291.83805786203
2023-10-10,106347.38615356515
2023-10-11,106567.10295044015
2023-10-12,107039.26969848703
2023-10-13,107069.52604614328
2023-10-16,107077.46061645578
2023-10-17,107153.84123169015
2023-10-18,107066.5487512214
2023-10-19,107051.17399536203
2023-10-20,107025.38297973703
2023-10-23,106914.28556762765
2023-10-25,106811.12272583078
2023-10-26,106832.44963012765
2023-10-27,106979.75431762765
2023-10-30,107147.89030395578
2023-10-31,106969.33927856515
2023-11-01,106672.24943481515
2023-11-02,106763.50920044015
2023-11-03,107051.66960083078
2023-11-06,107211.86979614328
2023-11-07,107164.7518762214
2023-11-08,107526.31681762765
2023-11-09,107525.82243286203
2023-11-10,107377.52409301828
2023-11-13,107537.22990356515
2023-11-15,107786.20817504953
2023-11-16,107895.32194458078
2023-11-17,108524.7128137214
2023-11-20,108243.4969934089
2023-11-21,108297.06266723703
2023-11-22,108442.38249145578
2023-11-23,108806.92350708078
2023-11-24,109043.99748169015
2023-11-28,109283.55436645578
2023-11-29,109675.8700402839
2023-11-30,109684.30143676828
2023-12-01,110133.65446411203
2023-12-04,110075.62467895578
2023-12-05,110066.2020715339
2023-12-06,109924.8495324714
2023-12-07,110236.81608520578
2023-12-08,110063.22477661203
2023-12-11,110357.83415161203
2023-12-12,110411.39982544015
2023-12-13,111249.59684692453
2023-12-14,111511.96745239328
2023-12-15,111212.3983605964
2023-12-18,111024.92033325265
2023-12-19,110717.9110559089
2023-12-20,110524.48088012765
2023-12-21,110489.76286254953
2023-12-22,110706.00797973703
2023-12-26,110990.69670044015
2023-12-27,111163.2967980964
2023-12-28,111073.5262902839
2023-12-29,111284.31486450265
2024-01-01,111217.35807739328
2024-01-02,110722.37638794015
2024-01-03,111007.56071411203
2024-01-04,110855.79313598703
2024-01-05,110823.05876098703
2024-01-08,111403.34928833078
2024-01-09,111215.8700402839
2024-01-10,111229.26115356515
2024-01-11,111894.85807739328
2024-01-12,111879.48454223703
2024-01-15,111242.6522668464
2024-01-16,111362.18229614328
2024-01-17,111195.0399621589
2024-01-18,111142.4667199714
2024-01-19,111395.41349731515
2024-01-23,110902.9110559089
2024-01-24,111037.81462036203
2024-01-25,110444.13420044015
2024-01-29,110678.2333215339
2024-01-30,110607.80485473703
2024-01-31,111041.7831262214
2024-02-01,110981.27409301828
2024-02-02,111477.7450402839
2024-02-05,111267.94767700265
2024-02-06,111499.56755004953
2024-02-07,111662.74259887765
2024-02-08,111363.1747277839
2024-02-09,111401.36442504953
2024-02-12,111383.0135949714
2024-02-13,111467.32878051828
2024-02-14,111900.81022583078
2024-02-15,111950.90299926828
2024-02-16,112404.71891723703
2024-02-19,112222.69743286203
2024-02-20,112200.87614379953
2024-02-21,111955.86393676828
2024-02-22,112304.53337036203
2024-02-23,112178.55680786203
2024-02-26,112636.34245239328
2024-02-27,112349.17204223703
2024-02-28,111966.27897583078
2024-02-29,112409.18424926828
2024-03-01,113434.86051879953
2024-03-04,113333.18327270578
2024-03-05,113814.77262817453
2024-03-06,113805.84928833078
2024-03-07,113604.48210083078
2024-03-11,113690.28776489328
2024-03-12,113434.86051879953
2024-03-13,112479.11588989328
2024-03-14,112514.33073364328
2024-03-15,111687.54118286203
2024-03-18,111340.35978637765
2024-03-19,111523.10270629953
2024-03-20,111454.8837121589
2024-03-21,111655.0546105964
2024-03-22,111612.7303918464
2024-03-26,111932.90251098703
2024-03-27,112333.24186645578
2024-03-28,112619.05729614328
2024-04-01,112492.08463989328
2024-04-02,112606.11051879953
2024-04-03,112146.51579223703
2024-04-04,111970.24626098703
2024-04-05,111797.96110473703
2024-04-08,112430.83708129953
2024-04-09,112093.23698364328
2024-04-10,112076.80387817453
2024-04-12,111217.36975166603
2024-04-15,111217.36975166603
2024-04-16,111217.36975166603
2024-04-18,111217.36975166603
2024-04-19,111217.36975166603
2024-04-22,111217.36975166603
2024-04-23,111217.36975166603
2024-04-24,111217.36975166603
2024-04-25,111217.36975166603
2024-04-26,111217.36975166603
2024-04-29,111217.36975166603
2024-04-30,111217.36975166603
2024-05-02,111217.36975166603
2024-05-03,111217.36975166603
2024-05-06,111217.36975166603
2024-05-07,111217.36975166603
2024-05-08,111217.36975166603
2024-05-09,111217.36975166603
2024-05-10,111217.36975166603
2024-05-13,111217.36975166603
2024-05-14,111217.36975166603
2024-05-15,111217.36975166603
2024-05-16,111217.36975166603
2024-05-17,111217.36975166603
2024-05-21,111217.36975166603
2024-05-22,111217.36975166603
2024-05-23,111217.36975166603
2024-05-24,111003.25783828228
2024-05-27,111113.30178359478
2024-05-28,111134.21242812603
2024-05-29,111156.12404921978
2024-05-30,110927.07375625103
2024-05-31,110413.20412734478
2024-06-03,111117.78176406353
2024-06-04,110733.87307265728
2024-06-05,112131.57815078228
2024-06-06,112593.66067031353
2024-06-07,112687.77199843853
2024-06-10,112978.56789687603
2024-06-11,113034.33449843853
2024-06-12,112815.74074843853
2024-06-13,113026.36574843853
2024-06-14,113645.79934218853
2024-06-18,113320.14748671978
2024-06-19,112987.52785781353
2024-06-20,112889.93264296978
2024-06-21,112964.12453750103
2024-06-24,113006.94680312603
2024-06-25,112757.97951796978
2024-06-26,112380.04738906353
2024-06-27,112055.39406875103
2024-06-28,112261.53908828228
2024-07-01,112159.46389296978
2024-07-02,111997.63527968853
2024-07-03,111761.11428359478
2024-07-04,112272.49367812603
2024-07-05,112911.84182265728
2024-07-08,112594.16115859478
2024-07-09,112992.01027968853
2024-07-10,113012.42531875103
2024-07-11,113365.45998671978
2024-07-12,113004.45901015728
2024-07-15,113117.98928359478
2024-07-16,113163.29934218853
2024-07-18,112687.27395156353
2024-07-19,112656.90041640728
2024-07-22,112871.50979140728
2024-07-23,113330.60647109478
2024-07-24,113105.04250625103
2024-07-25,113102.55227187603
2024-07-26,113687.12746718853
2024-07-29,113454.09524062603
2024-07-30,113574.59328750103
2024-07-31,113916.17776015728
2024-08-01,114445.98000625103
2024-08-02,114298.59231093853
2024-08-05,113541.23391250103
2024-08-06,113396.33401015728
2024-08-07,114349.87893203228
2024-08-08,113896.75881484478
2024-08-09,114418.59475234478
2024-08-12,114384.23684218853
2024-08-13,114959.84963515728
2024-08-14,114658.10158828228
2024-08-16,114605.81887343853
2024-08-19,114679.01467421978
2024-08-20,114963.83401015728
2024-08-21,114917.02736953228
2024-08-22,115661.44143203228
2024-08-23,116266.43166640728
2024-08-26,116348.09182265728
2024-08-27,116008.50197890728
2024-08-28,115970.15969375103
2024-08-29,116112.56936171978
2024-08-30,116727.52053359478
2024-09-02,116502.45217421978
2024-09-03,116421.78811171978
2024-09-04,116345.10354140728
2024-09-05,116213.65090468853
2024-09-06,116120.04006484478
2024-09-09,116247.51076796978
2024-09-10,116146.92727187603
2024-09-11,116193.23342421978
2024-09-12,116822.62551406353
2024-09-13,116880.38430312603
2024-09-16,117010.84572890728
2024-09-17,116781.79543593853
2024-09-18,116443.19924453228
2024-09-19,116302.28371718853
2024-09-20,116750.42580703228
2024-09-23,117045.20119765728
2024-09-24,117279.23195937603
2024-09-25,117307.11526015728
2024-09-26,117502.30813125103
2024-09-27,118085.88723281353
2024-09-30,116991.92483046978
2024-10-01,116979.97170546978
2024-10-03,115854.14162734478
2024-10-04,115474.71535781353
2024-10-07,114980.26711562603
2024-10-08,116003.02346328228
2024-10-09,116421.29006484478
2024-10-10,116530.33791640728
2024-10-11,116538.80227187603
2024-10-14,116897.81350234478
2024-10-15,116929.68361953228
2024-10-16,116337.63527968853
2024-10-17,115392.55471328228
2024-10-18,115757.54006484478
2024-10-21,115974.64211562603
2024-10-22,115225.74807265728
2024-10-23,114234.35891250103
2024-10-24,113628.37344503686
2024-10-25,113628.37344503686
2024-10-28,113628.37344503686
2024-10-29,113628.37344503686
2024-10-30,113628.37344503686
2024-10-31,113628.37344503686
2024-11-01,113628.37344503686
2024-11-04,113628.37344503686
2024-11-05,113628.37344503686
2024-11-06,113628.37344503686
2024-11-07,113628.37344503686
2024-11-08,113628.37344503686
2024-11-11,113628.37344503686
2024-11-12,113628.37344503686
2024-11-13,113628.37344503686
2024-11-14,113628.37344503686
2024-11-18,113628.37344503686
2024-11-19,113628.37344503686
2024-11-21,113628.37344503686
2024-11-22,113628.37344503686
2024-11-25,113628.37344503686
2024-11-26,113628.37344503686
2024-11-27,113628.37344503686
2024-11-28,113628.37344503686
2024-11-29,113628.37344503686
2024-12-02,113628.37344503686
2024-12-03,113628.37344503686
2024-12-04,113628.37344503686
2024-12-05,113628.37344503686
2024-12-06,113628.37344503686
2024-12-09,113628.37344503686
2024-12-10,113628.37344503686
2024-12-11,113628.37344503686
2024-12-12,113628.37344503686
2024-12-13,113628.37344503686
2024-12-16,113628.37344503686
2024-12-17,113628.37344503686
2024-12-18,113628.37344503686
2024-12-19,113628.37344503686
2024-12-20,113628.37344503686
2024-12-23,113628.37344503686
2024-12-24,113628.37344503686
2024-12-26,113628.37344503686
2024-12-27,113628.37344503686
2024-12-30,113628.37344503686
2024-12-31,113628.37344503686
2025-01-01,113628.37344503686
2025-01-02,113628.37344503686
2025-01-03,113578.08105531256
2025-01-06,112951.67887807432
2025-01-07,112951.67887807432
2025-01-08,112951.67887807432
2025-01-09,112951.67887807432
2025-01-10,112951.67887807432
2025-01-13,112951.67887807432
2025-01-14,112951.67887807432
2025-01-15,112951.67887807432
2025-01-16,112951.67887807432
2025-01-17,112951.67887807432
2025-01-20,112951.67887807432
2025-01-21,112951.67887807432
2025-01-22,112951.67887807432
2025-01-23,112951.67887807432
2025-01-24,112951.67887807432
2025-01-27,112951.67887807432
2025-01-28,112951.67887807432
2025-01-29,112951.67887807432
2025-01-30,112951.67887807432
2025-01-31,112951.67887807432
2025-02-01,112951.67887807432
2025-02-03,112951.67887807432
2025-02-04,112951.67887807432
2025-02-05,112951.67887807432
2025-02-06,112951.67887807432
2025-02-07,112951.67887807432
2025-02-10,112951.67887807432
2025-02-11,112802.29849440351
2025-02-12,112886.44888502851
2025-02-13,112706.69546705976
2025-02-14,111969.74966627851
2025-02-17,111614.22476393476
2025-02-18,111494.22232252851
2025-02-19,111775.55533034101
2025-02-20,112147.51333815351
2025-02-21,111208.40689284101
2025-02-24,111581.85904127851
2025-02-25,111563.93423659101
2025-02-27,111347.83072096601
2025-02-28,110218.01626784101
2025-03-03,111197.45474440351
2025-03-04,110899.19058424726
2025-03-05,111265.67007643476
2025-03-06,111154.13443190351
2025-03-07,111287.57925612226
2025-03-10,110432.12734264869
2025-03-11,110432.12734264869
2025-03-12,110432.12734264869
2025-03-13,110432.12734264869
2025-03-17,110432.12734264869
2025-03-18,110432.12734264869
2025-03-19,110432.12734264869
2025-03-20,110432.12734264869
2025-03-21,110432.12734264869
2025-03-24,110432.12734264869
2025-03-25,110432.12734264869
2025-03-26,110432.12734264869
2025-03-27,110432.12734264869
2025-03-28,110432.12734264869
2025-04-01,110432.12734264869
2025-04-02,110432.12734264869
2025-04-03,110432.12734264869
2025-04-04,110432.12734264869
2025-04-07,110432.12734264869
2025-04-08,110432.12734264869
2025-04-09,110432.12734264869
2025-04-11,110432.12734264869
2025-04-15,110407.12734264869
2025-04-16,110684.12685436744
2025-04-17,111335.12783092994
2025-04-21,111898.12831921119
2025-04-22,111927.12734264869
2025-04-23,112609.12685436744
2025-04-24,112281.12636608619
2025-04-25,111921.12636608619
2025-04-28,112473.12831921119
2025-04-29,111568.12831921119
2025-04-30,111262.12734264869
2025-05-02,111742.12734264869
2025-05-05,112368.12831921119
2025-05-06,112277.12734264869
2025-05-07,112465.12783092994
2025-05-08,111498.12831921119
2025-05-09,111179.12685436744
2025-05-12,112149.12685436744
2025-05-13,111666.12636608619
2025-05-14,111815.12783092994
2025-05-15,112440.12783092994
2025-05-16,112957.12734264869
2025-05-19,112793.12831921119
2025-05-20,112054.12685436744
2025-05-21,112215.12783092994
2025-05-22,112570.12783092994
2025-05-23,112348.12831921119
2025-05-26,112310.12783092994
2025-05-27,112539.12685436744
2025-05-28,112557.12734264869
2025-05-29,112628.12831921119
2025-05-30,112350.12783092994
2025-06-02,112176.12636608619
2025-06-03,111990.12783092994
2025-06-04,112146.12636608619
2025-06-05,111718.12831921119
2025-06-06,112020.12783092994
2025-06-09,111974.12685436744
2025-06-10,111992.12734264869
2025-06-11,112252.12734264869
2025-06-12,111936.12636608619
2025-06-13,111951.12636608619
2025-06-16,112507.12734264869
2025-06-17,112314.12685436744
2025-06-18,112301.12636608619
2025-06-19,112341.12636608619
2025-06-20,112663.12831921119
2025-06-23,112328.12831921119
2025-06-24,112913.12831921119
2025-06-25,113710.12783092994
2025-06-26,113831.12636608619
2025-06-27,113935.12783092994
2025-06-30,113722.12734264869
2025-07-01,113478.12831921119
2025-07-02,113525.12783092994
2025-07-03,113534.12685436744
2025-07-04,113343.12831921119
2025-07-07,113311.12636608619
2025-07-08,112849.12685436744
2025-07-09,112943.12831921119
2025-07-10,112843.12831921119
2025-07-11,112087.12734264869
2025-07-14,112564.12685436744
2025-07-15,113392.12734264869
2025-07-16,113515.12783092994
2025-07-17,113330.12783092994
2025-07-18,113035.12783092994
2025-07-21,112897.12734264869
2025-07-22,112496.12636608619
2025-07-23,112568.12831921119
2025-07-24,112519.12685436744
2025-07-25,112286.12636608619
2025-07-28,112531.12636608619
2025-07-29,112560.12783092994
2025-07-30,112478.12831921119
2025-07-31,112560.12783092994
2025-08-01,113124.12685436744
2025-08-04,113967.12734264869
2025-08-05,114374.12685436744
2025-08-06,114069.12685436744
2025-08-07,114676.12636608619
2025-08-08,114231.12636608619
2025-08-11,114354.12685436744
2025-08-12,114180.12783092994
2025-08-13,114734.12685436744
2025-08-14,114745.12783092994
2025-08-18,116739.12685436744
2025-08-19,117061.12636608619
2025-08-20,116840.12783092994
2025-08-21,117351.12636608619
2025-08-22,117488.12831921119
2025-08-25,117389.12685436744
2025-08-26,117265.12783092994
2025-08-27,117265.12783092994
2025-08-28,117102.12734264869
